id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
44181,CN-0103,medium_airport,Wendeng Air Base,37.26470184,122.0230026,,AS,CN,CN-37,,0,,,,,,,0,2009-04-18T17:15:45+00:00
44187,CN-0109,medium_airport,Yidu Air Base,36.59140015,118.5270004,,AS,CN,CN-37,,0,,,,,,,0,2009-04-18T17:21:42+00:00
44189,CN-0111,medium_airport,Zhucheng Air Base,36.02750015,119.439003,,AS,CN,CN-37,,0,,,,,,,0,2009-04-18T17:23:09+00:00
44175,CN-0097,medium_airport,Luyang Air Base,33.68470001,112.8909988,,AS,CN,CN-41,,0,,,,,,,0,2009-04-18T09:20:31+00:00
323907,CN-0067,small_airport,Queshan Air Base,32.540819,114.079141,,AS,CN,CN-41,,0,,,,,,,0,2017-06-16T07:27:19+00:00
324768,CN-0076,medium_airport,Zhengzhou Air Base,34.86125,113.729631,,AS,CN,CN-41,,0,,,,,,,0,2017-08-22T01:28:04+00:00
44134,CN-0056,medium_airport,Dangyang Air Base,30.79859924,111.8099976,,AS,CN,CN-42,,0,,,,,,,0,2009-04-16T22:00:59+00:00
44163,CN-0085,medium_airport,Xiaogan Air Base,30.95439911,113.9110031,,AS,CN,CN-42,,0,,,,,,,0,2009-04-18T09:23:00+00:00
44149,CN-0071,medium_airport,Leiyang Air Base,26.58720016,112.8919983,,AS,CN,CN-43,,0,,,,,,,0,2009-04-18T13:15:21+00:00
44137,CN-0059,small_airport,Guangzhou East Airfield,23.16469955,113.3690033,,AS,CN,CN-44,,0,,,,,,,0,2009-04-17T16:01:13+00:00
44153,CN-0075,small_airport,Meixian Air Base,24.26499939,116.0999985,,AS,CN,CN-44,,0,,,,,,,0,2009-04-18T14:28:20+00:00
44158,CN-0080,medium_airport,Suixi Air Base,21.39579964,110.1999969,,AS,CN,CN-44,,0,,,,,,,0,2009-04-18T15:46:24+00:00
44131,CN-0053,medium_airport,Baihe Ning Ming Air Base,22.12059975,107.125,,AS,CN,CN-45,,0,,,,,,,0,2009-04-16T20:30:20+00:00
44141,CN-0063,medium_airport,Guiping Mengshu Air Base,23.3307991,110.0090027,,AS,CN,CN-45,,0,,,,,,,0,2009-04-17T16:04:09+00:00
44135,CN-0057,medium_airport,Foluo Northeast Air Base,18.69219971,109.1610031,,AS,CN,CN-46,,0,,,,,,,0,2009-04-17T07:43:02+00:00
44142,CN-0064,small_airport,Haikou City Airfield,20.01889992,110.3470001,,AS,CN,CN-46,,0,,,,,,,0,2009-04-17T22:30:04+00:00
44147,CN-0069,medium_airport,Jialaishi Air Base,19.69720078,109.7259979,,AS,CN,CN-46,,0,,,,,,,0,2009-04-18T08:30:46+00:00
44150,CN-0072,medium_airport,Lingshui Air Base,18.49440002,109.987999,,AS,CN,CN-46,,0,,,,,,,0,2009-04-18T09:03:04+00:00
314643,CN-0028,heliport,Fiery Cross Reef Helipad,9.539168,112.880071,,AS,CN,CN-46,,0,,,,,,,0,2015-05-30T11:38:50+00:00
314644,CN-0029,small_airport,Fiery Cross Reef Airfield,9.552789,112.889554,,AS,CN,CN-46,,0,,,,,,,0,2015-05-30T11:41:28+00:00
44121,CN-0045,medium_airport,Qionglai Air Base,30.48999977,103.4649963,,AS,CN,CN-51,,0,,,,,,,0,2009-04-18T14:38:30+00:00
302314,ZUTR,small_airport,Tongren Fenghuang Airport,27.883333,109.308889,,AS,CN,CN-52,,0,ZUTR,TEN,,,http://en.wikipedia.org/wiki/Tongren_Fenghuang_Airport,,0,2012-08-04T23:46:48+00:00
44103,CN-0027,medium_airport,Baoshan Yunduan Airport,25.053301,99.168297,5453,AS,CN,CN-53,,1,ZPBS,BSD,,,http://en.wikipedia.org/wiki/Baoshan_Yunduan_Airport,,0,2016-06-01T06:34:59+00:00
44117,CN-0041,medium_airport,Luliang Air Base,24.98830032,103.6419983,,AS,CN,CN-53,,0,,,,,,,0,2009-04-18T14:25:12+00:00
44119,CN-0043,medium_airport,Mengzi Air Base,23.39529991,103.3339996,,AS,CN,CN-53,,0,,,,,,,0,2009-04-18T14:29:30+00:00
44124,CN-0048,medium_airport,Wenshan Air Base,23.71559906,103.8270035,,AS,CN,CN-53,,0,,,,,,,0,2009-04-18T15:40:50+00:00
44125,CN-0049,medium_airport,Xiangyun Midu Air Base,25.44529915,100.7350006,,AS,CN,CN-53,,0,,,,,,,0,2009-04-18T15:38:23+00:00
44128,CN-0035,small_airport,Zhanyi Airport,25.59219933,103.8290024,,AS,CN,CN-53,,0,,,,,,,0,2009-04-18T15:40:15+00:00
44109,CN-0033,small_airport,Dangxiong Air Base,30.48500061,91.06580353,,AS,CN,CN-54,,0,,,,,,,0,2009-04-16T22:00:10+00:00
44192,CN-0114,medium_airport,Baoji Air Base,34.53170013,107.4720001,,AS,CN,CN-61,,0,,,,,,,0,2009-04-16T20:34:50+00:00
44212,CN-0134,medium_airport,Wugong Air Base,34.27420044,108.2659988,,AS,CN,CN-61,,0,,,,,,,0,2009-04-18T15:29:48+00:00
44215,CN-0137,medium_airport,Xian Air Base,34.15390015,108.598999,,AS,CN,CN-61,,0,,,,,,,0,2009-04-18T15:30:22+00:00
44218,CN-0140,medium_airport,Yanliang Air Base,34.64390182,109.2429962,,AS,CN,CN-61,,0,,,,,,,0,2009-04-18T15:29:09+00:00
44203,CN-0125,medium_airport,Ljtao Air Base,35.30830002,103.8359985,,AS,CN,CN-62,,0,,,,,,,0,2009-04-18T13:21:52+00:00
44205,CN-0127,medium_airport,Qingshui Air Base,39.55469894,98.88420105,,AS,CN,CN-62,,0,,,,,,,0,2009-04-17T22:44:06+00:00
44214,CN-0136,medium_airport,Wuwei Air Base,37.98830032,102.5670013,,AS,CN,CN-62,,0,,,,,,,0,2009-04-17T22:45:21+00:00
44268,CN-0190,medium_airport,Dingxin/Shuangchengzi Air Base,40.40140152,99.78939819,,AS,CN,CN-62,,0,,,,,,,0,2009-04-16T22:04:48+00:00
44195,CN-0117,medium_airport,Gonghe Air Base,36.33670044,100.4800034,,AS,CN,CN-63,,0,,,,,,,0,2009-04-17T15:57:53+00:00
44207,CN-0129,small_airport,Shihezi Airfield,44.33280182,86.11669922,,AS,CN,CN-65,,0,,,,,,,0,2009-04-18T15:35:02+00:00
44210,CN-0132,medium_airport,Urumqi South Air Base,43.46580124,87.53220367,,AS,CN,CN-65,,0,,,,,,,0,2009-04-18T15:34:21+00:00
44211,CN-0133,medium_airport,Uxxaktal Air Base,42.1814003,87.18810272,,AS,CN,CN-65,,0,,,,,,,0,2009-04-18T15:32:35+00:00
44213,CN-0135,medium_airport,Wulumuqi Air Base,43.95029831,87.07859802,2425,AS,CN,CN-65,,0,,,,,,,0,2013-10-22T17:21:38+00:00
44217,CN-0139,medium_airport,Yaerbashi Test Range,43.07720184,92.80809784,,AS,CN,CN-65,,0,,,,,,,0,2009-04-18T15:33:10+00:00
314648,CN-0031,heliport,Subi Reef Helipad,10.913002,114.061933,,AS,CN,CN-U-A,,0,,,,,,,0,2015-05-30T12:26:42+00:00
329362,CN-0077,heliport,PLA Khunjerab Post Helipad,36.930618,75.553407,13525,AS,CN,CN-U-A,,0,,,,,,,0,2018-09-29T18:13:31+00:00
329666,CN-0083,large_airport,Guodu air base,36.001741,117.63201,,AS,CN,CN-U-A,,0,,,,,,,0,2018-11-13T04:15:42+00:00
312371,AHJ,medium_airport,Hongyuan Airport,32.53154,102.35224,11600,AS,CN,CN-51,Aba,0,ZUHY,AHJ,,,http://en.wikipedia.org/wiki/Hongyuan_Airport,,0,2016-03-17T07:43:11+00:00
44191,CN-0113,medium_airport,Altay Air Base,47.74988556,88.0858078,2460,AS,CN,CN-65,Altay,1,ZWAT,AAT,,,http://en.wikipedia.org/wiki/Altay_Airport,,0,2011-09-03T02:09:14+00:00
300785,ZUAS,medium_airport,Anshun Huangguoshu Airport,26.26055556,105.8733333,4812,AS,CN,CN-U-A,Anshun,0,ZUAS,AVA,,,http://en.wikipedia.org/wiki/Anshun_Huangguoshu_Airport,,0,2012-02-17T18:28:26+00:00
315854,ZBES,medium_airport,Arxan Yi'ershi Airport,47.3106,119.9117,2925,AS,CN,CN-15,Arxan,1,ZBES,YIE,,,https://en.wikipedia.org/wiki/Arxan_Yi%27ershi_Airport,,0,2015-10-18T16:02:44+00:00
314557,RHT,small_airport,Alxa Right Banner Badanjilin Airport,39.225,101.546,4659,AS,CN,CN-15,Badanjilin,1,ZBAR,RHT,,,http://en.wikipedia.org/wiki/Alxa_Right_Banner_Badanjilin_Airport,,0,2018-04-26T07:10:52+00:00
316519,DBC,medium_airport,Baicheng Chang'an Airport,45.505278,123.019722,480,AS,CN,CN-22,Baicheng,0,ZYBA,DBC,,,https://en.wikipedia.org/wiki/Baicheng_Chang%27an_Airport,,0,2018-04-26T05:51:26+00:00
44160,CN-0082,medium_airport,Baise Youjiang Airport,23.72060013,106.9599991,490,AS,CN,CN-45,Baise,1,ZGBS,AEB,,,http://en.wikipedia.org/wiki/Baise_Youjiang_Airport,"Tian Yang Air Base, Bose airport, 百色右江机场",0,2013-05-17T00:18:49+00:00
300544,NBS,medium_airport,Changbaishan Airport,42.066944,127.602222,2874,AS,CN,CN-22,Baishan,1,ZYBS,NBS,,,http://en.wikipedia.org/wiki/Changbaishan_Airport,,0,2016-06-09T11:08:10+00:00
318172,CN-0054,small_airport,Baoding Army Heliport,38.83359,115.521626,,AS,CN,CN-13,Baoding,0,,,,,,,0,2016-05-30T08:29:33+00:00
314499,ZBYZ,medium_airport,Bayannur Tianjitai Airport,40.926,107.7428,3400,AS,CN,CN-15,Bavannur,1,ZBYZ,RLK,,,http://en.wikipedia.org/wiki/Bayannur_Tianjitai_Airport,,0,2015-05-07T11:27:38+00:00
314558,AXF,medium_airport,Alxa Left Banner Bayanhot Airport,38.74831,105.58858,4560,AS,CN,CN-15,Bayanhot,1,ZBAL,AXF,,,http://en.wikipedia.org/wiki/Alxa_Left_Banner_Bayanhot_Airport,,0,2018-04-26T06:17:59+00:00
323881,CN-0062,small_airport,Bazhong Enyang Airport,31.73842,106.644872,1804,AS,CN,CN-51,Bazhong,1,,BZX,,,https://en.wikipedia.org/wiki/Bazhong_Enyang_Airport,,0,2019-02-08T11:02:11+00:00
44082,CN-0006,medium_airport,Beijing Shahezhen Air Base,40.14916611,116.3213882,,AS,CN,CN-11,Beijing,0,,,,,,,0,2009-04-16T19:48:46+00:00
44083,CN-0007,medium_airport,Beijing Tongxian Air Base,39.81111145,116.7083359,,AS,CN,CN-11,Beijing,0,,,,,,,0,2009-04-16T19:50:31+00:00
44092,CN-0016,medium_airport,Liangxiangzhen Air Base,39.75780106,116.1259995,,AS,CN,CN-11,Beijing,0,,,,,,,0,2009-08-30T20:07:05+00:00
301883,ZSBB,medium_airport,Bengbu Airport,32.84773333,117.3202444,100,AS,CN,CN-34,Bengbu,0,ZSBB,BFU,,,http://en.wikipedia.org/wiki/Bengbu_Airport,,0,2012-06-29T19:10:20+00:00
318169,ZUBJ,medium_airport,Bijie Feixiong Airport,27.267066,105.472097,4751,AS,CN,CN-52,Bijie,1,ZUBJ,BFJ,,,https://en.wikipedia.org/wiki/Bijie_Feixiong_Airport,,0,2016-05-30T08:01:49+00:00
46650,ZWAX,medium_airport,Alashankou Bole (Bortala) airport,44.895,82.3,1253,AS,CN,CN-65,Bole,0,ZWBL,BPL,,,http://en.wikipedia.org/wiki/Bole_Alashankou_Airport,,0,2012-02-19T10:44:13+00:00
313426,ZWKN,medium_airport,Kanas Airport,48.2223,86.9959,3921,AS,CN,CN-65,Burqin,1,ZWKN,KJI,,,http://en.wikipedia.org/wiki/Kanas_Airport,,0,2014-12-20T16:18:52+00:00
327447,ZPCW,medium_airport,Cangyuan Washan Airport,23.273889,99.373611,,AS,CN,CN-53,Cangyuan Va Autonomous County,1,ZPCW,CWJ,,,https://en.wikipedia.org/wiki/Cangyuan_Washan_Airport,,0,2018-04-30T08:05:31+00:00
324335,CN-0070,closed,Changchun East Airport,43.888157,125.405307,660,AS,CN,CN-22,Changchun,0,,,,,,,0,2017-07-04T19:28:06+00:00
300858,ZYCH,medium_airport,Changhai Airport,39.26666667,122.6669444,80,AS,CN,CN-21,Changhai,0,ZYCH,CNI,,,http://en.wikipedia.org/wiki/Changhai_Airport,,0,2012-03-03T14:07:16+00:00
44133,CN-0055,medium_airport,Changsha Datuopu Airport/AFB,28.06889915,112.9580002,170,AS,CN,CN-43,Changsha,0,ZGCS,,,,,Changsha City Airport,0,2013-05-17T01:36:29+00:00
327347,ZBCD,medium_airport,Chengde Puning Airport,41.1225,118.073889,,AS,CN,CN-13,Chengde,1,ZBCD,CDE,,,https://en.wikipedia.org/wiki/Chengde_Puning_Airport,,0,2018-04-26T05:30:51+00:00
330359,AEQ,small_airport,Ar Horqin Airport,43.87042,120.15958,1335,AS,CN,CN-15,Chifeng,0,,AEQ,,,https://en.wikipedia.org/wiki/Ar_Horqin_Airport,,0,2019-02-07T23:22:27+00:00
308641,JUH,small_airport,Jiuhuashan Airport,30.7403,117.6856,60,AS,CN,CN-34,Chizhou,1,ZSJH,JUH,,,http://en.wikipedia.org/wiki/Chizhou_Jiuhuashan_Airport,,0,2014-12-06T12:46:56+00:00
44106,CN-0030,medium_airport,Chongqing Air Base,29.49530029,106.3590012,,AS,CN,CN-50,Chongqing,0,,,,,,,0,2009-04-16T20:48:18+00:00
308739,ZUGH,small_airport,Guanghan Airport,30.9485,104.3296,1531,AS,CN,CN-51,Civil Aviation Flight University of China,0,ZUGH,GHN,,,https://en.wikipedia.org/wiki/Guanghan_Airport,,0,2016-05-31T09:18:57+00:00
43974,CN-JNZ,medium_airport,Sanshilipu Air Base,39.28950119,121.7610016,,AS,CN,CN-21,Dalian,0,,,,,,Shilipu,0,2009-04-16T19:41:33+00:00
44267,CN-0189,medium_airport,Dandong Airport,40.0247,124.286003,30,AS,CN,CN-21,Dandong,1,ZYDD,DDG,,http://www.ddcei.gov.cn/english/index.html,http://en.wikipedia.org/wiki/Dandong_Airport,,0,2016-06-02T08:12:45+00:00
318233,CN-0058,closed,Donggang Airport,39.948964,124.145162,,AS,CN,CN-21,Dandong,0,,,,,,,0,2016-06-03T03:37:23+00:00
324348,CN-0073,small_airport,Danfeng Airport,33.708533,110.249284,,AS,CN,CN-61,Danfeng,0,,,,,,,0,2017-07-06T03:17:27+00:00
317986,CN-0042,closed,Old Dangyang Airport,30.823,111.8121,200,AS,CN,CN-42,Dangyang,0,,,,,,,0,2016-05-21T15:18:39+00:00
327348,ZUDC,medium_airport,Daocheng Yading Airport,29.323056,100.053333,14472,AS,CN,CN-51,Daocheng County,1,ZUDC,DCY,,,https://en.wikipedia.org/wiki/Daocheng_Yading_Airport,,0,2018-04-26T09:37:01+00:00
300323,DQA,small_airport,Saertu Airport,46.74638889,125.1405556,496,AS,CN,CN-23,Daqing Shi,1,ZYDQ,DQA,,,http://en.wikipedia.org/wiki/Daqing_Sartu_Airport,,0,2012-01-15T13:19:36+00:00
44091,CN-0015,medium_airport,Huairen Air Base,39.71749878,113.1429977,3260,AS,CN,CN-14,Datong,0,,,,,http://en.wikipedia.org/wiki/Huairen_Air_Base,Datong Huairen Airport,0,2013-05-18T08:19:19+00:00
44110,CN-0034,small_airport,Dazu Air Base,29.636227,105.773621,1220,AS,CN,CN-50,Dazu,0,ZUDZ,DZU,,,,,0,2013-05-18T22:19:16+00:00
318171,ZLDL,small_airport,Delingha Airport,37.125286,97.268658,9843,AS,CN,CN-63,Delingha,1,ZLDL,HXD,,,https://en.wikipedia.org/wiki/Delingha_Airport,,0,2016-05-30T08:18:44+00:00
317868,CN-0038,heliport,BFA International Convention Center Heliport,19.140251,110.5632,0,AS,CN,CN-46,Dongyu Island,0,,,,,,,0,2016-05-14T11:41:39+00:00
314559,EJN,small_airport,Ejin Banner-Taolai Airport,42.0155,101.0005,3077,AS,CN,CN-15,Ejin Banner,1,ZBEN,EJN,,,http://en.wikipedia.org/wiki/Ejin_Banner_Taolai_Airport,,0,2016-05-14T21:31:27+00:00
300671,ZBER,medium_airport,Erenhot Saiwusu International Airport,43.4225,112.096667,3301,AS,CN,CN-15,Erenhot,1,ZBER,ERL,,,http://en.wikipedia.org/wiki/Erenhot_Saiwusu_International_Airport,Saiwusu Airport,0,2016-10-05T13:25:24+00:00
44139,CN-0061,medium_airport,Foshan Shadi Airport,23.08329964,113.0699997,6,AS,CN,CN-44,Foshan,1,ZGFS,FUO,,,http://en.wikipedia.org/wiki/Foshan_Shadi_Airport,Guangzhou Shadi Air Base,0,2012-03-08T01:04:02+00:00
324338,ZYFX,small_airport,Fuxin Airport,42.069014,121.718122,548,AS,CN,CN-21,Fuxin,0,ZYFX,,,,,,0,2017-07-04T20:37:35+00:00
313994,ZYFY,medium_airport,Dongji Aiport,48.199494,134.366447,,AS,CN,CN-23,Fuyuan,1,ZYFY,FYJ,,,https://en.wikipedia.org/wiki/Fuyuan_Dongji_Airport,,0,2015-03-09T04:42:36+00:00
323219,ZWFY,medium_airport,Fuyun Koktokay Airport,46.804169,89.512006,3081,AS,CN,CN-65,Fuyun,1,ZWFY,FYN,,,https://en.wikipedia.org/wiki/Fuyun_Koktokay_Airport,,0,2017-05-14T04:23:58+00:00
44227,CN-0149,medium_airport,Fuzhou Air Base,26.00440025,119.3119965,,AS,CN,CN-35,Fuzhou,0,,,,,,,0,2009-04-17T07:47:13+00:00
319715,GMQ,medium_airport,Golog Maqin Airport,34.418066,100.301144,12426,AS,CN,CN-63,Golog,1,ZLGL,GMQ,,,https://en.wikipedia.org/wiki/Golog_Maqin_Airport,,0,2018-04-26T06:11:48+00:00
323884,CN-0066,small_airport,Guiyang Air Base,26.40994,106.532264,,AS,CN,CN-52,Guiyang,0,,,,,,,0,2017-06-15T22:35:12+00:00
300741,ZLGY,medium_airport,Guyuan Liupanshan Airport,36.07888889,106.2169444,5696,AS,CN,CN-64,Guyuan,0,ZLGY,GYU,,,http://en.wikipedia.org/wiki/Guyuan_Liupanshan_Airport,,0,2012-02-12T14:25:27+00:00
318340,CN-0060,small_airport,Haibei Airport,36.990726,100.857505,,AS,CN,CN-63,Haibei,0,,,,,,,0,2016-06-07T08:38:42+00:00
44231,CN-0153,medium_airport,Jianqiao/Hangzhou Airfield,30.33530045,120.2409973,,AS,CN,CN-33,Hangzhou,0,,,,,,,0,2009-04-18T08:32:57+00:00
323882,CN-0065,closed,Hanzhong Xiguan Airport,33.063599,107.008003,,AS,CN,CN-61,Hanzhong,0,,,,,https://en.wikipedia.org/wiki/Hanzhong_Xiguan_Airport,,0,2017-06-15T10:23:21+00:00
45045,CN-0008,small_airport,Wang Kang Airfield,45.666,126.5275,,AS,CN,CN-23,Harbin,0,,,,,,,0,2009-09-26T21:12:07+00:00
45046,CN-0009,small_airport,Shuang Yu Shu Airfield,45.66,126.7,,AS,CN,CN-23,Harbin,0,,,,,,,0,2009-09-26T21:19:40+00:00
318152,ZGHC,medium_airport,Hechi Jinchengjiang Airport,24.805,107.6997,2221,AS,CN,CN-45,Hechi,1,ZGHC,HCJ,,,https://en.wikipedia.org/wiki/Hechi_Jinchengjiang_Airport,,0,2016-05-29T14:41:19+00:00
327443,ZBHZ,medium_airport,Holingol Huolinhe Airport,45.487222,119.407222,,AS,CN,CN-15,Holingol,1,ZBHZ,HUO,,,https://en.wikipedia.org/wiki/Holingol_Huolinhe_Airport,,0,2018-04-30T07:33:12+00:00
300863,HIA,medium_airport,Lianshui Airport,33.79083333,119.125,28,AS,CN,CN-32,Huai'an,0,ZSSH,HIA,,,http://en.wikipedia.org/wiki/Huai'an_Lianshui_Airport,,0,2012-03-04T16:06:45+00:00
300890,ZGCJ,medium_airport,Zhijiang Airport,27.44111111,109.7,882,AS,CN,CN-43,Huaihua,1,ZGCJ,HJJ,,,http://en.wikipedia.org/wiki/Zhijiang_Airport,Chihkiang Airfield,0,2012-03-08T11:58:47+00:00
313427,ZUKJ,medium_airport,Kaili Airport,26.972,107.988,3115,AS,CN,CN-52,Huangping,1,ZUKJ,KJH,,,http://en.wikipedia.org/wiki/Kaili_Huangping_Airport,,0,2014-12-20T16:53:36+00:00
44146,CN-0068,medium_airport,Huizhou Airport,23.04999924,114.5999985,50,AS,CN,CN-44,Huizhou,1,ZGHZ,HUZ,,,http://en.wikipedia.org/wiki/Huizhou_Airport,"Huiyang Air Base, Pingtan Airport",0,2012-03-08T01:25:59+00:00
301009,JGD,medium_airport,Jiagedaqi Airport,50.371389,124.1175,1205,AS,CN,CN-23,Jiagedaqi,0,ZYJD,JGD,,,http://en.wikipedia.org/wiki/Jiagedaqi_Airport,,0,2018-04-26T05:56:16+00:00
327450,ZYJS,medium_airport,Jiansanjiang Airport,47.11,132.660278,,AS,CN,CN-23,Jiansanjiang,1,ZYJS,JSJ,,,https://en.wikipedia.org/wiki/Jiansanjiang_Airport,,0,2018-04-30T08:30:08+00:00
301010,JIC,small_airport,Jinchuan Airport,38.54222222,102.3483333,4740,AS,CN,CN-62,Jinchang,1,ZLJC,JIC,,,http://en.wikipedia.org/wiki/Jinchang_Jinchuan_Airport,,0,2013-02-03T14:37:32+00:00
300515,ZLJN,medium_airport,Jining Qufu Airport,35.292778,116.346667,134,AS,CN,CN-37,Jining,1,ZSJG,JNG,,,http://en.wikipedia.org/wiki/Jining_Qufu_Airport,,0,2016-08-07T11:59:31+00:00
44272,CN-0194,small_airport,Jinxi Air Base,40.74919891,120.8789978,,AS,CN,CN-21,Jinxi,0,,,,,,,0,2009-04-18T08:47:14+00:00
44273,CN-0195,small_airport,Jinzhou North Airfield,41.18690109,121.1729965,,AS,CN,CN-21,Jinzhou,0,,,,,,,0,2009-04-18T08:48:18+00:00
313337,ZYJX,medium_airport,Jixi Xingkaihu Airport,45.293,131.193,760,AS,CN,CN-23,Jixi,1,ZYJX,JXA,,,http://en.wikipedia.org/wiki/Jixi_Xingkaihu_Airport,,0,2014-12-06T22:35:00+00:00
44173,CN-0095,medium_airport,Kaifeng Air Base,34.75389862,114.3389969,,AS,CN,CN-41,Kaifeng,0,,,,,,,0,2009-04-18T09:18:06+00:00
327350,ZUKD,medium_airport,Kangding Airport,30.1575,101.734722,14042,AS,CN,CN-51,Kangding,1,ZUKD,KGT,,,https://en.wikipedia.org/wiki/Kangding_Airport,,0,2018-04-26T07:30:00+00:00
327448,ZPJM,medium_airport,Lancang Jingmai Airport,22.415833,99.786389,,AS,CN,CN-53,Lancang Lahu Autonomous County,1,ZPJM,JMJ,,,https://en.wikipedia.org/wiki/Lancang_Jingmai_Airport,,0,2018-04-30T08:08:53+00:00
44201,CN-0123,medium_airport,Lanzhou Air Base,35.9178009,104.2180023,,AS,CN,CN-62,Lanzhou,0,,,,,,,0,2009-04-18T13:14:38+00:00
318170,CN-0052,small_airport,Leshan Airport,29.733396,103.612168,,AS,CN,CN-51,Leshan,0,,,,,,,0,2016-05-30T08:10:19+00:00
327351,ZULB,small_airport,Libo Airport,25.4525,107.961667,,AS,CN,CN-52,Libo County,0,ZULB,LLB,,,https://en.wikipedia.org/wiki/Libo_Airport,,0,2018-04-26T09:29:50+00:00
318175,LFQ,small_airport,Linfen Yaomiao Airport,36.043056,111.496667,,AS,CN,CN-14,Linfen,0,,,,,,,0,2017-05-14T04:08:24+00:00
323216,ZBLF,medium_airport,Linfen Qiaoli Airport,36.132629,111.641236,1483,AS,CN,CN-14,Linfen,1,ZBLF,LFQ,,,https://en.wikipedia.org/wiki/Linfen_Qiaoli_Airport,,0,2017-05-14T04:11:06+00:00
308782,ZUNP,medium_airport,Liping Airport,26.32217,109.1499,1620,AS,CN,CN-52,Liping,1,ZUNP,HZH,,,http://en.wikipedia.org/wiki/Liping_Airport,,0,2013-05-30T00:29:06+00:00
327352,ZUPS,medium_airport,Liupanshui Yuezhao Airport,26.609417,104.979,,AS,CN,CN-52,Liupanshui,1,ZUPS,LPF,,,https://en.wikipedia.org/wiki/Liupanshui_Yuezhao_Airport,,0,2018-04-26T09:35:29+00:00
327544,ZLLN,medium_airport,Longnan Chengzhou Airport,33.788,105.797,3707,AS,CN,CN-62,Longnan,1,ZLLN,LNL,,,https://en.wikipedia.org/wiki/Longnan_Chengzhou_Airport,,0,2018-05-02T14:08:08+00:00
44234,ZSLD,medium_airport,Longyan Guanzhishan Airport,25.67469978,116.7470016,1225,AS,CN,CN-35,Longyan,1,ZSLD,LCX,,,http://en.wikipedia.org/wiki/Longyan_Guanzhishan_Airport,"ZBSZ, Liancheng Air Base",0,2015-02-15T14:08:38+00:00
308237,ZGLD,small_airport,Luoding Sulong Airport.,22.711169,111.60134,190,AS,CN,CN-44,Louding City,0,ZGLD,,,,http://www.wiki86.com/view/4147987.htm,,0,2013-02-02T02:42:22+00:00
327444,ZBLL,medium_airport,Lüliang Airport,37.683333,111.142778,,AS,CN,CN-61,Lüliang,1,ZBLL,LLV,,,https://en.wikipedia.org/wiki/L%C3%BCliang_Airport,,0,2018-04-30T07:40:53+00:00
319417,ZLHX,medium_airport,Huatugou Airport,38.201984,90.841495,2945,AS,CN,CN-63,Mengnai,1,ZLHX,HTT,,,http://en.wikipedia.org/wiki/Huatugou_Airport,,0,2016-07-10T12:14:48+00:00
301193,ZYMH,medium_airport,Gu-Lian Airport,52.91277778,122.43,1836,AS,CN,CN-23,Mohe,1,ZYMH,OHE,,,http://en.wikipedia.org/wiki/Mohe_Gulian_Airport,,0,2012-04-11T00:12:39+00:00
44240,CN-0162,medium_airport,Nanchang New Airfield,28.63559914,115.9300003,,AS,CN,CN-36,Nanchang,0,,,,,,,0,2009-04-18T09:34:58+00:00
44241,CN-0163,medium_airport,Nanchang Xiangtang Air Base,28.42079926,115.9240036,,AS,CN,CN-36,Nanchang,0,,,,,,,0,2009-04-18T09:34:19+00:00
316547,NLH,medium_airport,Ninglang Luguhu Airport,27.5403,100.7593,10804,AS,CN,CN-53,Ninglang,0,ZPNL,NLH,,,https://en.wikipedia.org/wiki/Ninglang_Luguhu_Airport,,0,2018-04-26T06:03:46+00:00
44126,CN-0050,medium_airport,Bao'anying Airport,26.54,101.79852,1620,AS,CN,CN-51,Panzhihua,1,ZUZH,PZI,,,http://en.wikipedia.org/wiki/Panzhihua_Bao'anying_Airport,"Xining Air Base, 攀枝花保安营机场",0,2013-05-30T01:00:32+00:00
323883,ZLPC,small_airport,Pucheng Neifu Airport,34.833345,109.544267,,AS,CN,CN-61,Pucheng,0,ZLPC,,,,,,0,2017-06-15T10:27:21+00:00
327451,ZYSQ,medium_airport,Songyuan Chaganhu Airport,44.938114,124.550178,459,AS,CN,CN-22,Qian Gorlos Mongol Autonomous County,1,ZYSQ,YSQ,,,https://en.wikipedia.org/wiki/Songyuan_Chaganhu_Airport,,0,2018-04-30T08:33:29+00:00
300865,JIQ,medium_airport,Qianjiang Wulingshan Airport,29.51333333,108.8311111,2075,AS,CN,CN-50,Qianjiang,1,ZUQJ,JIQ,,,http://en.wikipedia.org/wiki/Qianjiang_Wulingshan_Airport,Zhoubai,0,2014-12-04T19:48:58+00:00
323220,ZJQH,medium_airport,Qionghai Bo'ao Airport,19.13824,110.454775,30,AS,CN,CN-46,Qionghai,1,ZJQH,BAR,,,https://en.wikipedia.org/wiki/Qionghai_Bo%27ao_Airport,,0,2017-05-14T04:44:38+00:00
323218,ZSRZ,medium_airport,Rizhao Shanzihe Airport,35.405033,119.324403,121,AS,CN,CN-37,Rizhao,1,ZSRZ,RIZ,,http://www.rzairport.com.cn/,https://en.wikipedia.org/wiki/Rizhao_Shanzihe_Airport,,0,2017-05-14T04:19:05+00:00
